scientific_name_original,scientific_name_MG,scientific_name_WFO,leaf_type,functional_leaf,virtually_no_leaves,archive_date,removal_reason
Felicia hispida,Felicia hispida,Felicia hispida,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Felicia macrorrhiza,Felicia macrorrhiza,Felicia macrorrhiza,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Felicia ovata,Felicia ovata,Felicia ovata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Felicia rogersii,Felicia rogersii,Felicia rogersii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Fingerhuthia africana,Fingerhuthia africana,Fingerhuthia africana,leaf,mixed,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Forsskaolea candida,Forsskaolea candida,Forsskaolea candida,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Foveolina dichotoma,Foveolina dichotoma,Foveolina dichotoma,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Galenia africana,Galenia africana,Aizoon africanum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Galenia filiformis,Galenia filiformis,Aizoon filiforme,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Galenia fruticosa,Galenia fruticosa,Aizoon fruticosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Galenia namaensis,Galenia namaensis,Aizoon namaense,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Galenia sarcophylla,Galenia sarcophylla,Aizoon sarcophyllum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Gazania lichtensteinii,Gazania lichtensteinianum,Gazania lichtensteinii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Gazania rigida,Gazania rigida,Gazania rigida,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Gazania tenuifolia,Gazania tenuifolia,Gazania tenuifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Geissorhiza corrigata,Geissorhiza corrigata,Geissorhiza corrugata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Geissorhiza divaricata,Geissorhiza divaricata,Geissorhiza divaricata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Gnidia deserticola,Gnidia deserticola,Lasiosiphon deserticola,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Gnidia meyeri,Gnidia meyeri,Gnidia meyeri,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Gnidia scabra,Gnidia scabra,Gnidia scabra,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Gorteria diffusa,Gorteria diffusa,Gorteria diffusa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Grielum humifusum,Grielum humifusum,Grielum humifusum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Haemanthus barkerae,Haemanthus barkerii,Haemanthus barkerae,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Haworthia venosa,Haworthia venosa,Haworthiopsis venosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hebenstretia robusta,Hebenstretia robusta,Hebenstretia robusta,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Helichrysum hamulosum,Helichrysum hamulosum,Helichrysum hamulosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Helichrysum leontonyx,Helichrysum leontonyx,Helichrysum leontonyx,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Helichrysum lucilioides,Helichrysum lucilioides,Helichrysum lucilioides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Helichrysum obtusum,Helichrysum obtusum,Helichrysum obtusum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Helichrysum revolutum,Helichrysum revolutum,Helichrysum revolutum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Helichrysum stellatum,Helichrysum stellatum,Helichrysum stellatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila amplexicaulis,Heliophila amplexicaulis,Heliophila amplexicaulis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila collina,Heliophila collina,Heliophila collina,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila crithmifolia,Heliophila crithmifolia,Heliophila crithmifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila deserticola,Heliophila deserticola,Heliophila deserticola,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila pinnata,Heliophila pinnata,Heliophila pinnata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila seselifolia,Heliophila seselifolia,Heliophila seselifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila suborbicularis,Heliophila suborbicularis,Heliophila suborbicularis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Heliophila variabilis,Heliophila variabilis,Heliophila variabilis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hemimeris centrodes,Hemimeris centrodes,Hemimeris centrodes,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hermannia alnifolia,Hermannia alnifolia,Hermannia alnifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hermannia cernua,Hermannia cernua,Hermannia cernua,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hermannia coccocarpa,Hermannia coccocarpa,Hermannia coccocarpa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hermannia cuneifolia,Hermannia cuneifolia,Hermannia cuneifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hermannia grandiflora,Hermannia grandiflora,Hermannia grandiflora,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hermannia spinosa,Hermannia spinosa,Hermannia spinosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hesperantha bachmannii,Hesperantha bachmannii,Hesperantha bachmannii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hesperantha cucullata,Hesperantha cucullata,Hesperantha cucullata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hesperantha luticola,Hesperantha luticola,Hesperantha luticola,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hesperantha pauciflora,Hesperantha pauciflora,Hesperantha pauciflora,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hirpicium alienatum,Hirpicium alienatum,Hirpicium alienatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hirpicium echinus,Hirpicium echinus,Hirpicium echinus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hoodia gordonii,Hoodia gordonii,Hoodia gordonii,NA,culm_stem,1,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hordeum murinum,Hordeum murinum,Hordeum murinum,leaf,mixed,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Hypertelis salsoloides,Hypertelis salsoloides,Kewa salsoloides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ifloga glomerata,Ifloga glomerata,Ifloga glomerata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Indigofera nigromontana,Indigofera nigromontana,Indigofera nigromontana,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ixia rapunculoides,Ixia rapunculoides,Ixia rapunculoides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Justicia cuneata,Justicia cuneata,Justicia cuneata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lachenalia obscura,Lachenalia obscura,Lachenalia obscura,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lachenalia violacea,Lachenalia violacea,Lachenalia violacea,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lampranthus watermeyeri,Lampranthus watermeyeri,Lampranthus watermeyeri,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lapeirousia falcata,Lapeirousia falcata,Codonorhiza falcata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lapeirousia montana,Lapeirousia montana,Lapeirousia montana,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lapeirousia plicata,Lapeirousia plicata,Lapeirousia plicata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lapeirousia jacquinii,Lapeirousia jacquinii,Lapeirousia jacquinii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lasiopogon muscoides,Lasiopogon muscoides,Lasiopogon muscoides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lasiospermum brachyglossum,Lasiospermum brachyglossum,Lasiospermum brachyglossum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lasiospermum poterioides,Lasiospermum poterioides,Lasiospermum poterioides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Leipoldtia schultzei,Leipoldtia schultzei,Leipoldtia schultzei,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lessertia diffusa,Lessertia diffusa,Lessertia diffusa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Leucadendron brunioides,Leucadendron brunioides,Leucadendron brunioides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Leucadendron remotum,Leucadendron remotum,Leucadendron remotum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Leysera tenella,Leysera tenella,Leysera tenella,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lotononis falcata,Lotononis falcata (form C),Lotononis falcata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lotononis parvifolia,Lotononis parvifolia,Lotononis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lycium amoenum,Lycium amoenum,Lycium amoenum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lycium cinereum,Lycium cinereum,Lycium cinereum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Lyperia tristis,Lyperia tristis,Lyperia tristis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Malephora crassa,Malephora crassa,Malephora crassa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Manochlamys albicans,Manochlamys albicans,Manochlamys albicans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Massonia depressa,Massonia depressa,Massonia depressa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Medicargo polymorpha,Medicargo polymorpha,Medicago polymorpha,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Melasphaerula ramosa,Melasphaerula ramosa,Ixia scillaris subsp. scillaris,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Melianthus comosus,Melianthus comosus,Melianthus comosus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mentha longiflora,Mentha longiflora,Dracaena longiflora,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mesembryanthemum emarcidum,Mesembryanthemum emarcidum,Mesembryanthemum emarcidum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mesembryanthemum guerichianum,Mesembryanthemum guerichianum,Mesembryanthemum guerichianum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mesembryanthemum junceum,Mesembryanthemum junceum,Mesembryanthemum junceum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mesembryanthemum nitidum,Mesembryanthemum nitidum,Mesembryanthemum nitidum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mesembryanthemum resurgens,Mesembryanthemum resurgens,Mesembryanthemum resurgens,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mesembryanthemum stenandrum,Mesembryanthemum stenandrum,Mesembryanthemum stenandrum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Mesembryanthemum vaginatum,Mesembryanthemum vaginatus,Mesembryanthemum vaginatum,leaf,mixed,1,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Microloma armatum,Microloma armatum,Microloma armatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Microloma calycinum,Microloma calycinum,Microloma calycinum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Microloma namaquense,Microloma namaquense,Microloma namaquense,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Microloma sagittatum,Microloma sagittatum,Microloma sagittatum,leaf,mixed,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Monechma spartioides,Monechma spartioides,Pogonospermum patulum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum hyoseroides,Monoculus hyoseroides,Monoculus hyoseroides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea amabilis,Moraea amabilis,Moraea amabilis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea bifida,Moraea bifida,Moraea bifida,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea brachygyne,Moraea brachygyne,Moraea brachygyne,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea ciliata,Moraea ciliata,Moraea ciliata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea falcifolia,Moraea falcifolia,Moraea falcifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea fenestrata,Moraea fenestrata,Moraea fenestrata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea miniata,Moraea miniata,Moraea miniata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Moraea pritzeliana,Moraea pritzeliana,Moraea pritzeliana,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Muraltia divaricata,Muraltia divaricata,Muraltia divaricata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Muraltia vulnerans,Muraltia vulnerans,Muraltia vulnerans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Nemesia anisocarpa,Nemesia anisocarpa,Nemesia anisocarpa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Nemesia cheiranthus,Nemesia cheiranthus,Nemesia cheiranthus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Nemesia leipoldtii,Nemesia leipoldtii,Nemesia leipoldtii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
