scientific_name_original,scientific_name_MG,functional_twig,removal_date,removal_reason
Struthiola tomentosa,Struthiola tomentosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Stylapterus dubius,Stylapterus dubius,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Stylapterus fruticulosus,Stylapterus fruticulosus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha canescens,Syncarpha canescens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha dregeana,Syncarpha dregeana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha eximia,Syncarpha eximia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha flava,Syncarpha flava,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha gnaphaloides,Syncarpha gnaphaloides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha milleflora,Syncarpha milleflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha paniculata,Syncarpha paniculata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha speciosissima,Syncarpha speciosissima,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha staehelina,Syncarpha virgata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Syncarpha vestita,Syncarpha vestita,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tarchonanthus littoralis,Tarchonanthus camphoratus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Teedia lucida,Teedia lucida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Teedia pubescens,Teedia pubescens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tenaxia stricta,Merxmuellera stricta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tephrosia capensis,Tephrosia capensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetragonia decumbens,Tetragonia decumbens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetragonia fruticosa,Tetragonia fruticosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria bolusii,Tetraria bolusii,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria brachyphylla,Tetraria brachyphylla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria bromoides,Tetraria bromoides,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria burmannii,Tetraria burmannii,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria capillacea,Tetraria capillacea,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria compacta,Tetraria compacta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria compar,Tetraria compar,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria crassa,Tetraria crassa,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria crinifolia,Tetraria crinifolia,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria cuspidata,Tetraria cuspidata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria exilis,Tetraria exilis,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria eximia,Tetraria eximia,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria fasciata,Tetraria fasciata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria fimbriolata,Tetraria fimbriolata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria flexuosa,Tetraria flexuosa,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria involucrata,Tetraria involucrata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria ligulata,Tetraria autumnalis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria microstachys,Tetraria microstachys,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria nigrovaginata,Tetraria nigrovaginata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria picta,Tetraria picta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria pillansii,Tetraria pillansii,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria pubescens,Tetraria pubescens,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria pygmaea,Tetraria pygmaea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria robusta,Tetraria compressa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria sylvatica,Tetraria sylvatica,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria thermalis,Tetraria thermalis,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria triangularis,Tetraria triangularis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tetraria ustulata,Tetraria ustulata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Teucrium africanum,Teucrium africanum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thaminophyllum multiflorum,Thaminophyllum multiflorum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus arenarius,Thamnochortus arenarius,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus cinereus,Thamnochortus cinereus,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus ellipticus,Thamnochortus ellipticus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus erectus,Thamnochortus erectus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus fraternus,Thamnochortus fraternus,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus fruticosus,Thamnochortus fruticosus,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus gracilis,Thamnochortus gracilis,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus insignis,Thamnochortus insignis,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus karooica,Thamnochortus karooica,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus lucens,Thamnochortus lucens,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus obtusus,Thamnochortus obtusus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus pellucidus,Thamnochortus pellucidus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus platypteris,Thamnochortus platypteris,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thamnochortus pulcher,Thamnochortus pulcher,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Themeda triandra,Themeda triandra,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesidium fragile,Thesidium fragile,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesidium hirtum,Thesidium hirtum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium acuminatum,Thesium acuminatum,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium aggregatum,Thesium aggregatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium capituliflorum,Thesium capituliflorum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium carinatum,Thesium carinatum,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium commutatum,Thesium commutatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium ericaefolium,Thesium ericifolium,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium euphorbioides,Thesium euphorbioides,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium flexuosum,Thesium flexuosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium gnidiaceum,Thesium gnidiaceum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium junceum,Thesium junceum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium nigromontanum,Thesium nigromontanum,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium nudicaule,Thesium nudicaule,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium pseudovirgatum,Thesium pseudovirgatum,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium scandens,Thesium scandens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium schumannianum,Thesium schumannianum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium spicatum,Thesium spicatum,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium squarrosum,Thesium squarrosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium strictum,Thesium strictum,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium subnudum,Thesium subnudum,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium susannae,Thesium susannae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium virgatum,Thesium virgatum,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Thesium viridifolium,Thesium viridifolium,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Todea barbara,Todea barbara,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Trachyandra hirsutiflora,Trachyandra hirsutiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Trachyandra revoluta,Trachyandra revoluta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Trachyandra tabularis,Trachyandra tabularis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tragus berteronianus,Tragus berteronianus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tribolium brachystachyum,Tribolium brachystachyum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tribolium hispidum,Tribolium hispidum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tribolium uniolae,Tribolium uniolae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Trichocephalus stipularis,Trichocephalus stipularis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Trichodiadema barbatum,Trichodiadema barbatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Trichodiadema mirabile,Trichodiadema mirabile,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Triraphis andropogonoides,Triraphis andropogonoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tristachya leucothrix,Tristachya leucothrix,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tritoniopsis antholyza,Tritoniopsis antholyza,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tritoniopsis triticea,Tritoniopsis triticea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Troglophyton capillaceum,Troglophyton capillaceum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Tylecodon paniculatus,Tylecodon paniculatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia anethoides,Ursinia anethoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia chrysanthemoides,Ursinia chrysanthemoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia dentata,Ursinia dentata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia heterodonta,Ursinia heterodonta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia hispida,Ursinia hispida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia nudicaulis,Ursinia nudicaulis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia paleacea,Ursinia paleacea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia pilifera,Ursinia pilifera,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia punctata,Ursinia punctata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia quinquepartita,Ursinia quinquepartita,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia scariosa,Ursinia scariosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia sericea,Ursinia sericea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia serrata,Ursinia serrata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia tenuifolia,Ursinia tenuifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ursinia trifida,Ursinia trifida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Utricularia bisquamata,Utricularia bisquamata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Vachellia karroo,Acacia karroo,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Vellereophyton dealbatum,Vellereophyton dealbatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Villarsia capensis,Villarsia capensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Virgilia oroboides,Virgilia oroboides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Viscum capense,Viscum capense,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Viscum pauciflorum,Viscum pauciflorum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Viscum rotundifolium,Viscum rotundifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wachendorfia paniculata,Wachendorfia paniculata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia albens,Wahlenbergia albens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia cinerea,Wahlenbergia cinerea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia desmantha,Wahlenbergia desmantha,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia ecklonii,Wahlenbergia ecklonii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia fruticosa,Wahlenbergia fruticosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia macrostachys,Wahlenbergia macrostachys,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia neorigida,Wahlenbergia neorigida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia obovata,Wahlenbergia obovata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia rubens,Wahlenbergia rubens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia tenella,Wahlenbergia tenella,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wahlenbergia unidentata,Wahlenbergia unidentata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Watsonia fourcadei,Watsonia fourcadei,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Watsonia knysnana,Watsonia knysnana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Watsonia marginata,Watsonia marginata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Watsonia meriana,Watsonia borbonica,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Watsonia schlechteri,Watsonia schlechteri,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Watsonia tabularis,Watsonia tabularis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Watsonia vanderspuyiae,Watsonia vanderspuyiae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Wiborgia tetraptera,Wiborgia tetraptera,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Widdringtonia cedarbergensis,Widdringtonia cedarbergensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Widdringtonia nodiflora,Widdringtonia nodiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia arescens,Willdenowia arescens,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia bolusii,Willdenowia bolusii,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia glomerata,Willdenowia glomerata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia humilis,Willdenowia humilis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia incurvata,Willdenowia incurvata,mixed,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia stokoei,Willdenowia stokoei,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia sulcata,Willdenowia sulcata,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Willdenowia teres,Willdenowia teres,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Zantedeschia aethiopica,Zantedeschia aethiopica,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Zyrphelis microcephala,Zyrphelis microcephala,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Alatoseta tenuis,Alatoseta tenuis,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Albuca concordiana,Albuca concordiana,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aloe comosa,Aloe comosa,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aloe dichotoma var. dichotoma,Aloe dichotoma var. dichotoma,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aloe microstigma,Aloe microstigma,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Alyssum minutum,Alyssum minutum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Amphiglossa tomentosa,Amphiglossa tomentosa,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Amphiglossa triflora,Amphiglossa triflora,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Amsinckia calycina,Amsinckia calycina,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Amsinckia menziesii,Amsinckia menziesii,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Anacampseros albidiflora,Anacampseros albidiflora,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Colchicum coloratum subsp. burchellii,Androcymbium burchellii,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Colchicum volutare,Androcymbium volutare,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Anginon fruticosum,Anginon fruticosum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Anisodontea triloba,Anisodontea triloba,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Anthospermum anthiopicum,Anthospermum anthiopicum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Anthospermum dregei,Anthospermum dregei,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Antimima gracillima,Antimima gracillima,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Antimima triquetra,Antimima triquetra,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aptosimum indivisum,Aptosimum indivisum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aptosimum procumbens,Aptosimum procumbens,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aptosimum spinescens,Aptosimum spinescens,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Arctotis fastuosa,Arctotis fastuosa,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Mesembryanthemum noctiflora,Aridaria noctiflora,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aristida vestita,Aristida vestita,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus asparagoides,Asparagus asparagoides,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus multituberosus,Asparagus multituberosus,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus ovatus,Asparagus ovatus,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia minuta,Athanasia minuta,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
