scientific_name_original,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,recovery_status,releve_ID,plot,year,subregion,latitude,longitude,percent_cover,abundance_class,cover_method,plot_percent_cover,relative_percent_cover,plot_size
Plecostachys serpyllifolia,Plecostachys serpyllifolia,(P.J.Bergius) Hilliard & B.L.Burtt,Asteraceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Restio dodii,Restio dodii,Pillans,Restionaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Restio quinquefarius,Restio quinquefarius,Nees,Restionaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Schizaea pectinata,Schizaea pectinata,(L.) Sw.,Schizaeaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Scirpus nodosus,Ficinia nodosa,"(Rottb.) Goetgh., Muasya & D.A.Simpson",Cyperaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Staberoha cernua,Staberoha cernua,(L.f.) T.Durand & Schinz,Restionaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Tetraria fasciata,Tetraria fasciata,(Rottb.) C.B.Clarke,Cyperaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Tetraria flexuosa,Tetraria flexuosa,(Thunb.) C.B.Clarke,Cyperaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Thamnochortus lucens,Thamnochortus lucens,(Poir.) H.P.Linder,Restionaceae,wfo_matched,CP_78_1966,CP_78,1966,cape_point,-34.30600307,18.44295301,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Adenandra villosa,Adenandra villosa,Lichtst. ex Roem. & Schult.,Rutaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Anaxeton laeve,Anaxeton laeve,(Harv.) Lundgren,Asteraceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Bobartia gladiata,Bobartia gladiata,(L.f.) Ker Gawl.,Iridaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Carpacoce vaginellata,Carpacoce vaginellata,Salter,Rubiaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Chironia linoides,Chironia linoides,L.,Gentianaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Cliffortia subsetacea,Cliffortia subsetacea,(Eckl. & Zeyh.) Diels ex Bolus & Wolley-Dod,Rosaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Corymbium africanum,Corymbium africanum,L.,Asteraceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Corymbium glabrum,Corymbium glabrum,L.,Asteraceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Cryptadenia grandiflora,Lachnaea grandiflora,(L.f.) Baill.,Thymelaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Diosma oppositifolia,Diosma oppositifolia,L.,Rutaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Elegia juncea,Elegia juncea,L.,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Elegia neesii,Elegia neesii,Mast.,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Elegia stipularis,Elegia stipularis,Mast.,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Elegia vaginulata,Elegia vaginulata,Mast.,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica coccinea,Erica coccinea,L.,Ericaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica exleeana,Erica exleeana,E.G.H.Oliv.,Ericaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica imbricata,Erica imbricata,L.,Ericaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica plukenetii,Erica plukenetii,L.,Ericaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica pulchella,Erica pulchella,Houtt.,Ericaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Ficinia pinquior,Ficinia pinguior,C.B.Clarke,Cyperaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Gnidia imbricata,Gnidia imbricata,L.f.,Thymelaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Gnidia pinifolia,Gnidia pinifolia,L.,Thymelaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Hypodiscus aristatus,Hypodiscus aristatus,(Thunb.) C.Krauss,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Ischyrolepis capensis,Restio capensis,(L. ex C.B.Clarke) H.P.Linder & C.R.Hardy,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Ischyrolepis cincinnata,Restio cincinnatus,Mast.,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Itasina filifolia,Itasina filifolia,(Thunb.) Raf.,Apiaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Lachnaea densiflora,Lachnaea densiflora,Meisn.,Thymelaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Leucadendron salignum,Leucadendron salignum,P.J.Bergius,Proteaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Lightfootia longifolia,Wahlenbergia longifolia,(A.DC.) Lammers,Campanulaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Liparia parva,Liparia parva,Vogel ex Walp.,Fabaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Lobelia coronopifolia,Lobelia coronopifolia,L.,Campanulaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Macrostylis villosa,Macrostylis villosa,(Thunb.) Sond.,Rutaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Merxmuellera rufa,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Metalasia muricata,Metalasia muricata,(L.) D.Don,Asteraceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Penaea mucronata,Penaea mucronata,L.,Penaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Pentaschistis colorata,Pentameris colorata,(Steud.) Galley & H.P.Linder,Poaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Pentaschistis curvifolia,Pentameris curvifolia,(Schrad.) Nees,Poaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Phylica imberbis,Phylica imberbis,P.J.Bergius,Rhamnaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Plecostachys serpyllifolia,Plecostachys serpyllifolia,(P.J.Bergius) Hilliard & B.L.Burtt,Asteraceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Restio bifurcus,Restio bifurcus,Nees ex Mast.,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Restio quinquefarius,Restio quinquefarius,Nees,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Schizaea pectinata,Schizaea pectinata,(L.) Sw.,Schizaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Scirpus nodosus,Ficinia nodosa,"(Rottb.) Goetgh., Muasya & D.A.Simpson",Cyperaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Selago spuria,Pseudoselago spuria,(L.) Hilliard,Scrophulariaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Senecio triqueter,Senecio triqueter,DC.,Asteraceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Simocheilus depressus,Erica glabella,Thunb.,Ericaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Staberoha cernua,Staberoha cernua,(L.f.) T.Durand & Schinz,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Struthiola ciliata,Struthiola ciliata,(L.) Lam.,Thymelaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Stylapterus fruticulosus,Penaea fruticulosa,L.f.,Penaeaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Tetraria eximia,Tetraria eximia,C.B.Clarke,Cyperaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Tetraria fasciata,Tetraria fasciata,(Rottb.) C.B.Clarke,Cyperaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Tetraria microstachys,Tetraria microstachys,(Vahl) H.Pfeiff.,Cyperaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Thamnochortus fruticosus,Thamnochortus fruticosus,P.J.Bergius,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Thamnochortus lucens,Thamnochortus lucens,(Poir.) H.P.Linder,Restionaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Thesium virgatum,Thesium virgatum,Lam.,Santalaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Trachyandra tabularis,Trachyandra tabularis,(Baker) Oberm.,Asphodelaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Watsonia tabularis,Watsonia tabularis,J.W.Mathews & L.Bolus,Iridaceae,wfo_matched,CP_79_1966,CP_79,1966,cape_point,-34.30635,18.45291,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Apium graveolens,Apium graveolens,L.,Apiaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Chironia decumbens,Chironia decumbens,Levyns,Gentianaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Cliffortia ferruginea,Cliffortia ferruginea,L.f.,Rosaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Cynodon dactylon,Cynodon dactylon,(L.) Pers.,Poaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Drosanthemum candens,Drosanthemum candens,(Haw.) Schwantes,Aizoaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Euphorbia erythrina,Euphorbia genistoides,P.J.Bergius,Euphorbiaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Exomis microphylla,Exomis microphylla,(Thunb.) Aellen,Chenopodiaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Falkia repens,Falkia repens,L.f.,Convolvulaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Geranium incanum,Geranium incanum,Burm.f.,Geraniaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Kedrostis nana,Kedrostis nana,(Lam.) Cogn.,Cucurbitaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Lampranthus stenus,Lampranthus stenus,(Haw.) N.E.Br.,Aizoaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Limonium scabrum,Limonium scabrum,(Thunb.) Kuntze,Plumbaginaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Lobelia anceps,Lobelia anceps,L.f.,Campanulaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Monopsis lutea,Monopsis lutea,Urb.,Campanulaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Plantago crassifolia,Plantago crassifolia,Forssk.,Plantaginaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Plecostachys serpyllifolia,Plecostachys serpyllifolia,(P.J.Bergius) Hilliard & B.L.Burtt,Asteraceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Protasparagus capensis,Asparagus capensis,L.,Asparagaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Psoralea repens,Psoralea repens,P.J.Bergius,Fabaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Scyphogyne muscosa,Erica muscosa,(Aiton) E.G.H.Oliv.,Ericaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Spergularia media,Spergularia media,(L.) C.Presl,Caryophyllaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Sporobolus virginicus,Sporobolus virginicus,(L.) Kunth,Poaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Stenotaphrum secundatum,Stenotaphrum secundatum,(Walter) Kuntze,Poaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Struthiola dodecandra,Struthiola dodecandra,(L.) Druce,Thymelaeaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Tribolium hispidum,Tribolium hispidum,(Thunb.) Desv.,Poaceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,4,condensed_Acocks_abundance_class_only,NA,NA,NA
Zantedeschia aethiopica,Zantedeschia aethiopica,(L.) Spreng.,Araceae,wfo_matched,CP_80_1966,CP_80,1966,cape_point,-34.30641,18.46261,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Adenandra villosa,Adenandra villosa,Lichtst. ex Roem. & Schult.,Rutaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Agathosma imbricata,Agathosma imbricata,(L.) Willd.,Rutaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Alciope tabularis,Capelio tabularis,(Thunb.) B.Nord.,Asteraceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Anthospermum aethiopicum,Anthospermum aethiopicum,L.,Rubiaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Arctotis aspera,Arctotis aspera,L.,Asteraceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Aspalathus hispida,Aspalathus hispida,Thunb.,Fabaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Bobartia gladiata,Bobartia gladiata,(L.f.) Ker Gawl.,Iridaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Bolusafra bituminosa,Bolusafra bituminosa,(L.) Kuntze,Fabaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Carpobrotus acinaciformis,Carpobrotus acinaciformis,(L.) L.Bolus,Aizoaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Chironia baccifera,Chironia baccifera,L.,Gentianaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Chironia linoides,Chironia linoides,L.,Gentianaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Chrysochoma coma.aurea,Chrysocoma coma-aurea,L.,Asteraceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Clutia alaternoides,Clutia alaternoides,L.,Peraceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Crassula fascicularis,Crassula fascicularis,Lam.,Crassulaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Cullumia setosa,Cullumia setosa,Sieber ex DC.,Asteraceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica cerinthoides,Erica cerinthoides,L.,Ericaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica coccinea,Erica coccinea,L.,Ericaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Erica plukenetii,Erica plukenetii,L.,Ericaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Euclea racemosa,Euclea racemosa,L.,Ebenaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Euphorbia genistoides,Euphorbia genistoides,P.J.Bergius,Euphorbiaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Ficinia bulbosa,Ficinia bulbosa,(L.) Nees,Cyperaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Ficinia tenuifolia,Ficinia filiformis,(Lam.) Schrad.,Cyperaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Gnidia imbricata,Gnidia imbricata,L.f.,Thymelaeaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Hippia pilosa,Hippia pilosa,(P.J.Bergius) Druce,Asteraceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,5,condensed_Acocks_abundance_class_only,NA,NA,NA
Ischyrolepis cincinnata,Restio cincinnatus,Mast.,Restionaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,4,condensed_Acocks_abundance_class_only,NA,NA,NA
Ischyrolepis eleocharis,Restio eleocharis,Nees ex Mast.,Restionaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,4,condensed_Acocks_abundance_class_only,NA,NA,NA
Leucospermum conocarpodendron,Leucospermum conocarpodendron,(L.) H.Buek,Proteaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Lightfootia longifolia,Wahlenbergia longifolia,(A.DC.) Lammers,Campanulaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Liparia parva,Liparia parva,Vogel ex Walp.,Fabaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
Myrica quercifolia,Myrica quercifolia,L.,Myricaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,4,condensed_Acocks_abundance_class_only,NA,NA,NA
Myrsine africana,Myrsine africana,L.,Primulaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Olea capensis,Olea capensis,L.,Oleaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Passerina vulgaris,Passerina corymbosa,Eckl. ex C.H.Wright,Thymelaeaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Pelargonium cucullatum,Pelargonium cucullatum,(L.) L'Her.,Geraniaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Pelargonium tabulare,Pelargonium tabulare,(L.) L'Hér.,Geraniaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,1,condensed_Acocks_abundance_class_only,NA,NA,NA
Pentaschistis papillosa,Pentameris scabra,(Nees) Steud.,Poaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,2,condensed_Acocks_abundance_class_only,NA,NA,NA
Phylica imberbis,Phylica imberbis,P.J.Bergius,Rhamnaceae,wfo_matched,CP_81_1966,CP_81,1966,cape_point,NA,NA,NA,3,condensed_Acocks_abundance_class_only,NA,NA,NA
