Species,Plot,Year,Site,PercCover,AbundClass,PlotPercCov,RelPercCover,Family
Protea cynaroides,LB2_101,1993,langeberg,2.5,NA,147.8,0.016914749661705,PROTEACEAE
Protea cynaroides,LB1_138,1993,langeberg,0.1,NA,313.1,0.000319386777387416,PROTEACEAE
Protea cynaroides,LB2_10,1993,langeberg,15,NA,242.7,0.0618046971569839,PROTEACEAE
Protea cynaroides,HK_238,1978,hangklip,0.1,NA,108.1,0.000925069380203515,PROTEACEAE
Protea eximia,LB1_103,1993,langeberg,37.5,NA,300.3,0.124875124875125,PROTEACEAE
Protea eximia,BK_114_a,2011,baviaanskloof,4,NA,130,0.0307692307692308,PROTEACEAE
Protea eximia,LB1_41,1993,langeberg,62.5,NA,478.1,0.130725789583769,PROTEACEAE
Protea eximia,LB1_54,1993,langeberg,15,NA,292.9,0.0512120177534995,PROTEACEAE
Protea eximia,BK_114_b,2011,baviaanskloof,3,NA,130,0.0230769230769231,PROTEACEAE
Protea eximia,BK_112,1992,baviaanskloof,1,NA,97.5,0.0102564102564103,PROTEACEAE
Protea eximia,BK_112_a,2011,baviaanskloof,4,NA,87.1,0.0459242250287026,PROTEACEAE
Protea eximia,LB1_87,1993,langeberg,2.5,NA,397.6,0.00628772635814889,PROTEACEAE
Protea eximia,LB1_110,1993,langeberg,62.5,NA,418.1,0.149485768954795,PROTEACEAE
Protea eximia,LB1_105,1993,langeberg,87.5,NA,302.8,0.288969616908851,PROTEACEAE
Protea eximia,LB1_104,1993,langeberg,62.5,NA,207.8,0.300769971126083,PROTEACEAE
Protea eximia,LB1_111,1993,langeberg,62.5,NA,417.7,0.149628920277711,PROTEACEAE
Protea eximia,LB1_100,1993,langeberg,37.5,NA,265.8,0.141083521444695,PROTEACEAE
Protea eximia,LB1_42,1993,langeberg,37.5,NA,258.1,0.145292522278187,PROTEACEAE
Protea eximia,BK_88,1992,baviaanskloof,2,NA,80.2,0.0249376558603491,PROTEACEAE
Protea eximia,LB1_49,1993,langeberg,15,NA,238,0.0630252100840336,PROTEACEAE
Protea eximia,LB1_48,1993,langeberg,62.5,NA,325.3,0.192130341223486,PROTEACEAE
Protea eximia,LB1_112,1993,langeberg,15,NA,377.8,0.0397035468501853,PROTEACEAE
Protea eximia,BK_88_a,2011,baviaanskloof,2,NA,118.2,0.0169204737732657,PROTEACEAE
Protea eximia,BK_96,1992,baviaanskloof,0.5,NA,84.1,0.00594530321046373,PROTEACEAE
Protea eximia,LB1_55,1993,langeberg,15,NA,202.7,0.0740009866798224,PROTEACEAE
Protea glabra,CB_83,1996,cederberg,15,NA,41.4,0.36231884057971,PROTEACEAE
Protea glabra,CB_75,1996,cederberg,2.5,NA,43.2,0.0578703703703704,PROTEACEAE
Protea glabra,CB_69,1996,cederberg,2.5,NA,66,0.0378787878787879,PROTEACEAE
Protea glabra,CB_176,1996,cederberg,0.1,NA,39.4,0.00253807106598985,PROTEACEAE
Protea glabra,CB_175,1996,cederberg,0.1,NA,34.2,0.00292397660818713,PROTEACEAE
Protea glabra,CB_174,1996,cederberg,2.5,NA,59.5,0.0420168067226891,PROTEACEAE
Protea grandiceps,LB1_63,1993,langeberg,62.5,NA,393,0.159033078880407,PROTEACEAE
Protea grandiceps,LB1_81,1993,langeberg,0.1,NA,375.5,0.000266311584553928,PROTEACEAE
Protea grandiceps,BK_93_b,2011,baviaanskloof,8,NA,107.1,0.0746965452847806,PROTEACEAE
Protea grandiceps,BK_93,1992,baviaanskloof,0.5,NA,95,0.00526315789473684,PROTEACEAE
Protea grandiceps,BK_93_a,2011,baviaanskloof,6,NA,100.6,0.0596421471172962,PROTEACEAE
Protea grandiceps,LB1_91,1993,langeberg,2.5,NA,335.6,0.00744934445768772,PROTEACEAE
Protea grandiceps,LB1_62,1993,langeberg,37.5,NA,332.8,0.112680288461538,PROTEACEAE
Protea grandiceps,BK_92_b,2011,baviaanskloof,4,NA,165,0.0242424242424242,PROTEACEAE
Protea grandiceps,BK_92_a,2011,baviaanskloof,15,NA,200.6,0.0747756729810568,PROTEACEAE
Protea grandiceps,BK_96_a,2011,baviaanskloof,1,NA,203.5,0.00491400491400491,PROTEACEAE
Protea grandiceps,LB1_71,1993,langeberg,0.1,NA,247.9,0.000403388463089956,PROTEACEAE
Protea grandiceps,LB1_86,1993,langeberg,2.5,NA,377.8,0.00661725780836421,PROTEACEAE
Protea grandiceps,BK_92,1992,baviaanskloof,0.5,NA,96,0.00520833333333333,PROTEACEAE
Protea grandiceps,LB1_88,1993,langeberg,15,NA,430.6,0.0348351137947051,PROTEACEAE
Protea grandiceps,BK_96_b,2011,baviaanskloof,1,NA,206.4,0.00484496124031008,PROTEACEAE
Protea intonsa,BK_110_b,2011,baviaanskloof,1,NA,95.9,0.0104275286757039,PROTEACEAE
Protea intonsa,BK_97_a,2011,baviaanskloof,0.2,NA,157.5,0.00126984126984127,PROTEACEAE
Protea intonsa,BK_110_a,2011,baviaanskloof,1,NA,84.6,0.0118203309692671,PROTEACEAE
Protea intonsa,BK_97_b,2011,baviaanskloof,0.2,NA,159.1,0.00125707102451289,PROTEACEAE
Protea intonsa,BK_110,1992,baviaanskloof,4,NA,57,0.0701754385964912,PROTEACEAE
Protea laevis,CB_108,1996,cederberg,2.5,NA,105.6,0.0236742424242424,PROTEACEAE
Protea laurifolia,HTR_3_nieu,2014,htr,4,NA,152.8,0.0261780104712042,PROTEACEAE
Protea laurifolia,CB_137,1996,cederberg,0.1,NA,49.1,0.00203665987780041,PROTEACEAE
Protea laurifolia,HTR_6_nieu,2014,htr,5,NA,112.6,0.044404973357016,PROTEACEAE
Protea laurifolia,CB_47,1996,cederberg,15,NA,55.5,0.27027027027027,PROTEACEAE
Protea laurifolia,CB_23,1996,cederberg,2.5,NA,75.9,0.0329380764163373,PROTEACEAE
Protea laurifolia,HTR_4_nieu,2014,htr,6,NA,133.9,0.0448095593726662,PROTEACEAE
Protea laurifolia,CB_26,1996,cederberg,15,NA,103.3,0.145208131655373,PROTEACEAE
Protea laurifolia,CB_87,1996,cederberg,0.1,NA,68.8,0.00145348837209302,PROTEACEAE
Protea laurifolia,CB_31,1996,cederberg,87.5,NA,108.1,0.809435707678076,PROTEACEAE
Protea laurifolia,CB_152,1996,cederberg,2.5,NA,68.3,0.0366032210834553,PROTEACEAE
Protea laurifolia,CB_143,1996,cederberg,37.5,NA,123.6,0.303398058252427,PROTEACEAE
Protea laurifolia,CB_32,1996,cederberg,37.5,NA,107.9,0.347544022242817,PROTEACEAE
Protea laurifolia,HTR_1_nieu,2014,htr,1,NA,79,0.0126582278481013,PROTEACEAE
Protea laurifolia,CB_95,1996,cederberg,15,NA,74.4,0.201612903225806,PROTEACEAE
Protea laurifolia,CB_71,1996,cederberg,2.5,NA,60.9,0.0410509031198686,PROTEACEAE
Protea laurifolia,CB_88,1996,cederberg,2.5,NA,61.1,0.0409165302782324,PROTEACEAE
Protea laurifolia,CB_53,1996,cederberg,2.5,NA,70.6,0.0354107648725212,PROTEACEAE
Protea laurifolia,CB_72,1996,cederberg,0.1,NA,91.5,0.00109289617486339,PROTEACEAE
Protea lepidocarpodendron,CP_10,2010,cape_point,0.1,1,96.9,0.00103199174406605,PROTEACEAE
Protea lepidocarpodendron,CP_40,1966,cape_point,NA,1,NA,NA,PROTEACEAE
Protea lepidocarpodendron,HK_202,1978,hangklip,0.1,NA,17.1,0.00584795321637427,PROTEACEAE
Protea lepidocarpodendron,CP_40,2010,cape_point,4.2,1,68.93,0.0609313796605252,PROTEACEAE
Protea lepidocarpodendron,CP_99,2010,cape_point,5.425,1,66.68,0.0813587282543491,PROTEACEAE
Protea lepidocarpodendron,HK_155,1978,hangklip,0.1,NA,93.3,0.00107181136120043,PROTEACEAE
Protea lepidocarpodendron,HK_74,1978,hangklip,0.1,NA,73.3,0.00136425648021828,PROTEACEAE
Protea lepidocarpodendron,HK_206,1978,hangklip,15,NA,109.2,0.137362637362637,PROTEACEAE
Protea lepidocarpodendron,HK_104,1978,hangklip,2.5,NA,53.1,0.0470809792843691,PROTEACEAE
Protea lepidocarpodendron,HK_99,1978,hangklip,0.1,NA,34.5,0.00289855072463768,PROTEACEAE
Protea lepidocarpodendron,HK_136,1978,hangklip,2.5,NA,71.2,0.0351123595505618,PROTEACEAE
Protea lepidocarpodendron,CP_99,1966,cape_point,NA,1,NA,NA,PROTEACEAE
Protea lepidocarpodendron,CP_99,1996,cape_point,NA,1,NA,NA,PROTEACEAE
Protea lepidocarpodendron,HK_157,1978,hangklip,62.5,NA,227.6,0.274604569420035,PROTEACEAE
Protea lepidocarpodendron,HK_156,1978,hangklip,37.5,NA,186.3,0.201288244766506,PROTEACEAE
Protea lepidocarpodendron,HK_154,1978,hangklip,0.1,NA,11,0.00909090909090909,PROTEACEAE
Protea lepidocarpodendron,HK_201,1978,hangklip,0.1,NA,14.1,0.00709219858156028,PROTEACEAE
Protea lepidocarpodendron,HK_210,1978,hangklip,2.5,NA,39.4,0.0634517766497462,PROTEACEAE
Protea lepidocarpodendron,HK_181,1978,hangklip,15,NA,82.4,0.182038834951456,PROTEACEAE
Protea lepidocarpodendron,CP_59,2010,cape_point,0.3,1,90.01,0.00333296300411065,PROTEACEAE
Protea lepidocarpodendron,CP_10,1996,cape_point,NA,3,NA,NA,PROTEACEAE
Protea lepidocarpodendron,HK_212,1978,hangklip,62.5,NA,122.2,0.511456628477905,PROTEACEAE
Protea lepidocarpodendron,HK_200,1978,hangklip,0.1,NA,9.4,0.0106382978723404,PROTEACEAE
Protea lorea,LB2_129,1993,langeberg,2.5,NA,168,0.0148809523809524,PROTEACEAE
Protea lorea,LB1_24,1993,langeberg,37.5,NA,272.9,0.137412971784536,PROTEACEAE
Protea lorea,LB2_130,1993,langeberg,0.1,NA,178.4,0.000560538116591928,PROTEACEAE
Protea lorea,LB2_146,1993,langeberg,2.5,NA,131,0.0190839694656489,PROTEACEAE
Protea lorea,LB2_131,1993,langeberg,2.5,NA,160.5,0.0155763239875389,PROTEACEAE
Protea lorea,LB1_55,1993,langeberg,0.1,NA,202.7,0.000493339911198816,PROTEACEAE
Protea lorea,LB2_132,1993,langeberg,2.5,NA,103.6,0.0241312741312741,PROTEACEAE
Protea lorea,LB1_53,1993,langeberg,2.5,NA,210.1,0.0118990956687292,PROTEACEAE
Protea lorea,LB1_40,1993,langeberg,2.5,NA,317.9,0.00786410821012897,PROTEACEAE
Protea lorea,LB1_103,1993,langeberg,15,NA,300.3,0.0499500499500499,PROTEACEAE
Protea lorea,LB2_133,1993,langeberg,2.5,NA,157.8,0.0158428390367554,PROTEACEAE
Protea lorea,LB1_52,1993,langeberg,15,NA,275.3,0.0544860152560843,PROTEACEAE
Protea lorea,LB2_134,1993,langeberg,2.5,NA,115.9,0.0215703192407248,PROTEACEAE
Protea lorea,LB2_128,1993,langeberg,2.5,NA,176,0.0142045454545455,PROTEACEAE
Protea lorifolia,BK_116_b,2011,baviaanskloof,0.5,NA,51.7,0.00967117988394584,PROTEACEAE
Protea lorifolia,LB1_99,1993,langeberg,2.5,NA,352.9,0.00708415981864551,PROTEACEAE
Protea lorifolia,BK_89,1992,baviaanskloof,1,NA,69,0.0144927536231884,PROTEACEAE
Protea lorifolia,BK_111_a,2011,baviaanskloof,1,NA,67.1,0.014903129657228,PROTEACEAE
Protea lorifolia,BK_89_a,2011,baviaanskloof,2,NA,91.7,0.0218102508178844,PROTEACEAE
Protea lorifolia,BK_116,1992,baviaanskloof,8,NA,74.5,0.10738255033557,PROTEACEAE
Protea lorifolia,LB1_54,1993,langeberg,0.1,NA,292.9,0.000341413451689997,PROTEACEAE
Protea lorifolia,BK_35_a,2011,baviaanskloof,10,NA,122.9,0.081366965012205,PROTEACEAE
Protea lorifolia,LB1_114,1993,langeberg,15,NA,282.8,0.053041018387553,PROTEACEAE
Protea lorifolia,LB1_97,1993,langeberg,2.5,NA,235.4,0.0106202209005947,PROTEACEAE
Protea lorifolia,BK_35_b,2011,baviaanskloof,6,NA,132.1,0.0454201362604088,PROTEACEAE
Protea lorifolia,BK_116_a,2011,baviaanskloof,5,NA,61.9,0.0807754442649435,PROTEACEAE
Protea lorifolia,BK_36_a,2011,baviaanskloof,2,NA,115.9,0.0172562553925798,PROTEACEAE
Protea lorifolia,BK_36_b,2011,baviaanskloof,2,NA,142.4,0.0140449438202247,PROTEACEAE
Protea lorifolia,BK_3,1992,baviaanskloof,4,NA,41.7,0.0959232613908873,PROTEACEAE
Protea lorifolia,BK_85,1992,baviaanskloof,0.5,NA,78.6,0.00636132315521629,PROTEACEAE
Protea lorifolia,BK_3_a,2011,baviaanskloof,8,NA,68.7,0.116448326055313,PROTEACEAE
Protea lorifolia,BK_111_b,2011,baviaanskloof,1,NA,58.9,0.0169779286926995,PROTEACEAE
Protea lorifolia,BK_89_b,2011,baviaanskloof,1,NA,87.2,0.0114678899082569,PROTEACEAE
Protea lorifolia,LB1_98,1993,langeberg,2.5,NA,245.5,0.010183299389002,PROTEACEAE
Protea lorifolia,BK_36,1992,baviaanskloof,10,NA,47.3,0.211416490486258,PROTEACEAE
Protea lorifolia,BK_111,1992,baviaanskloof,20,NA,65.5,0.305343511450382,PROTEACEAE
Protea lorifolia,BK_85_a,2011,baviaanskloof,0.5,NA,107,0.00467289719626168,PROTEACEAE
Protea lorifolia,BK_3_b,2011,baviaanskloof,6,NA,71.8,0.0835654596100279,PROTEACEAE
Protea mundii,BK_94_a,2011,baviaanskloof,1,NA,164,0.00609756097560976,PROTEACEAE
Protea mundii,BK_94_b,2011,baviaanskloof,1,NA,172.1,0.00581057524694945,PROTEACEAE
Protea mundii,BK_92_a,2011,baviaanskloof,2,NA,200.6,0.00997008973080758,PROTEACEAE
Protea mundii,BK_88_b,2011,baviaanskloof,2,NA,115.7,0.017286084701815,PROTEACEAE
Protea mundii,HK_218,1978,hangklip,37.5,NA,51,0.735294117647059,PROTEACEAE
Protea mundii,BK_96_b,2011,baviaanskloof,15,NA,206.4,0.0726744186046512,PROTEACEAE
Protea mundii,BK_114_a,2011,baviaanskloof,2,NA,130,0.0153846153846154,PROTEACEAE
Protea mundii,BK_96,1992,baviaanskloof,15,NA,84.1,0.178359096313912,PROTEACEAE
Protea mundii,BK_112_a,2011,baviaanskloof,1,NA,87.1,0.0114810562571757,PROTEACEAE
Protea mundii,BK_92,1992,baviaanskloof,8,NA,96,0.0833333333333333,PROTEACEAE
Protea mundii,BK_88_a,2011,baviaanskloof,3,NA,118.2,0.0253807106598985,PROTEACEAE
Protea mundii,BK_118_a,2011,baviaanskloof,2,NA,124.1,0.016116035455278,PROTEACEAE
Protea mundii,HK_215,1978,hangklip,62.5,NA,73.8,0.846883468834688,PROTEACEAE
Protea mundii,BK_114_b,2011,baviaanskloof,1,NA,130,0.00769230769230769,PROTEACEAE
Protea mundii,BK_96_a,2011,baviaanskloof,10,NA,203.5,0.0491400491400491,PROTEACEAE
Protea mundii,BK_118_b,2011,baviaanskloof,2,NA,119.7,0.0167084377610693,PROTEACEAE
Protea mundii,BK_112,1992,baviaanskloof,4,NA,97.5,0.041025641025641,PROTEACEAE
Protea mundii,BK_93,1992,baviaanskloof,3,NA,95,0.0315789473684211,PROTEACEAE
Protea mundii,BK_94,1992,baviaanskloof,2,NA,122,0.0163934426229508,PROTEACEAE
Protea neriifolia,LB1_49,1993,langeberg,37.5,NA,238,0.157563025210084,PROTEACEAE
Protea neriifolia,BK_72_a,2011,baviaanskloof,2,NA,169.4,0.0118063754427391,PROTEACEAE
Protea neriifolia,BK_118_a,2011,baviaanskloof,4,NA,124.1,0.032232070910556,PROTEACEAE
Protea neriifolia,BK_113_a,2011,baviaanskloof,2,NA,74.4,0.0268817204301075,PROTEACEAE
Protea neriifolia,BK_61,1992,baviaanskloof,15,NA,94,0.159574468085106,PROTEACEAE
Protea neriifolia,BK_94_a,2011,baviaanskloof,55,NA,164,0.335365853658537,PROTEACEAE
Protea neriifolia,LB2_141,1993,langeberg,0.1,NA,143.9,0.000694927032661571,PROTEACEAE
Protea neriifolia,BK_81_a,2011,baviaanskloof,25,NA,145.2,0.172176308539945,PROTEACEAE
Protea neriifolia,BK_88_b,2011,baviaanskloof,10,NA,115.7,0.0864304235090752,PROTEACEAE
Protea neriifolia,LB2_106,1993,langeberg,2.5,NA,223,0.0112107623318386,PROTEACEAE
Protea neriifolia,LB2_83,1993,langeberg,2.5,NA,292.8,0.00853825136612022,PROTEACEAE
Protea neriifolia,BK_72,1992,baviaanskloof,5,NA,72,0.0694444444444444,PROTEACEAE
Protea neriifolia,LB2_153,1993,langeberg,37.5,NA,180.4,0.207871396895787,PROTEACEAE
Protea neriifolia,BK_72_b,2011,baviaanskloof,10,NA,185,0.0540540540540541,PROTEACEAE
Protea neriifolia,BK_81_b,2011,baviaanskloof,20,NA,132.2,0.151285930408472,PROTEACEAE
Protea neriifolia,BK_84,1992,baviaanskloof,45,NA,94.1,0.478214665249734,PROTEACEAE
Protea neriifolia,BK_37,1992,baviaanskloof,15,NA,73.1,0.205198358413133,PROTEACEAE
Protea neriifolia,BK_115_b,2011,baviaanskloof,2,NA,111.2,0.0179856115107914,PROTEACEAE
Protea neriifolia,BK_114_b,2011,baviaanskloof,6,NA,130,0.0461538461538462,PROTEACEAE
Protea neriifolia,LB2_67,1993,langeberg,15,NA,227.7,0.0658761528326746,PROTEACEAE
Protea neriifolia,BK_114,1992,baviaanskloof,10,NA,82.5,0.121212121212121,PROTEACEAE
Protea neriifolia,LB1_128,1993,langeberg,0.1,NA,377.7,0.00026476039184538,PROTEACEAE
Protea neriifolia,BK_115_a,2011,baviaanskloof,3,NA,109.7,0.0273473108477666,PROTEACEAE
Protea neriifolia,LB2_138,1993,langeberg,2.5,NA,165.4,0.0151148730350665,PROTEACEAE
Protea neriifolia,LB1_103,1993,langeberg,15,NA,300.3,0.0499500499500499,PROTEACEAE
Protea neriifolia,LB1_63,1993,langeberg,0.1,NA,393,0.000254452926208651,PROTEACEAE
Protea neriifolia,BK_37_b,2011,baviaanskloof,1,NA,149.7,0.00668002672010688,PROTEACEAE
Protea neriifolia,BK_84_a,2011,baviaanskloof,20,NA,103.9,0.192492781520693,PROTEACEAE
Protea neriifolia,LB1_41,1993,langeberg,62.5,NA,478.1,0.130725789583769,PROTEACEAE
Protea neriifolia,BK_6_b,2011,baviaanskloof,2,NA,102.7,0.0194741966893866,PROTEACEAE
Protea neriifolia,BK_37_a,2011,baviaanskloof,2,NA,150.4,0.0132978723404255,PROTEACEAE
Protea neriifolia,BK_115,1992,baviaanskloof,0.5,NA,93.1,0.00537056928034372,PROTEACEAE
Protea neriifolia,LB2_136,1993,langeberg,2.5,NA,150.3,0.0166333998669328,PROTEACEAE
Protea neriifolia,BK_114_a,2011,baviaanskloof,2,NA,130,0.0153846153846154,PROTEACEAE
Protea neriifolia,BK_88,1992,baviaanskloof,1,NA,80.2,0.0124688279301746,PROTEACEAE
Protea neriifolia,BK_27_b,2011,baviaanskloof,1,NA,104.8,0.00954198473282443,PROTEACEAE
Protea neriifolia,LB1_48,1993,langeberg,15,NA,325.3,0.0461112818936366,PROTEACEAE
Protea neriifolia,BK_94_b,2011,baviaanskloof,55,NA,172.1,0.31958163858222,PROTEACEAE
Protea neriifolia,BK_17_b,2011,baviaanskloof,4,NA,96.8,0.0413223140495868,PROTEACEAE
Protea neriifolia,BK_118,1992,baviaanskloof,15,NA,109,0.137614678899083,PROTEACEAE
Protea neriifolia,BK_26_a,2011,baviaanskloof,8,NA,118.3,0.0676246830092984,PROTEACEAE
Protea neriifolia,BK_88_a,2011,baviaanskloof,6,NA,118.2,0.050761421319797,PROTEACEAE
Protea neriifolia,LB2_152,1993,langeberg,15,NA,230.8,0.0649913344887348,PROTEACEAE
Protea neriifolia,BK_84_b,2011,baviaanskloof,20,NA,94.2,0.212314225053079,PROTEACEAE
Protea neriifolia,LB1_110,1993,langeberg,15,NA,418.1,0.0358765845491509,PROTEACEAE
Protea neriifolia,BK_61_a,2011,baviaanskloof,15,NA,125.2,0.119808306709265,PROTEACEAE
Protea neriifolia,LB2_143,1993,langeberg,2.5,NA,203.5,0.0122850122850123,PROTEACEAE
Protea neriifolia,LB1_112,1993,langeberg,37.5,NA,377.8,0.0992588671254632,PROTEACEAE
Protea neriifolia,BK_111_a,2011,baviaanskloof,1,NA,67.1,0.014903129657228,PROTEACEAE
Protea neriifolia,BK_113_b,2011,baviaanskloof,0.5,NA,82.1,0.00609013398294763,PROTEACEAE
Protea neriifolia,BK_10_a,2011,baviaanskloof,2,NA,99.6,0.0200803212851406,PROTEACEAE
Protea neriifolia,LB1_99,1993,langeberg,2.5,NA,352.9,0.00708415981864551,PROTEACEAE
Protea neriifolia,LB2_137,1993,langeberg,2.5,NA,155.7,0.0160565189466924,PROTEACEAE
Protea neriifolia,BK_112_a,2011,baviaanskloof,1,NA,87.1,0.0114810562571757,PROTEACEAE
Protea neriifolia,LB2_108,1993,langeberg,2.5,NA,303.1,0.00824810293632464,PROTEACEAE
Protea neriifolia,BK_111_b,2011,baviaanskloof,0.5,NA,58.9,0.00848896434634975,PROTEACEAE
Protea neriifolia,BK_38_a,2011,baviaanskloof,10,NA,90.1,0.110987791342952,PROTEACEAE
Protea neriifolia,LB2_87,1993,langeberg,2.5,NA,145.8,0.0171467764060357,PROTEACEAE
Protea neriifolia,LB2_66,1993,langeberg,87.5,NA,273.2,0.320278184480234,PROTEACEAE
Protea neriifolia,BK_38,1992,baviaanskloof,10,NA,66.7,0.149925037481259,PROTEACEAE
Protea neriifolia,LB2_107,1993,langeberg,0.1,NA,205.7,0.000486144871171609,PROTEACEAE
Protea neriifolia,LB2_96,1993,langeberg,0.1,NA,238.4,0.000419463087248322,PROTEACEAE
Protea neriifolia,LB2_92,1993,langeberg,0.1,NA,193.5,0.000516795865633075,PROTEACEAE
Protea neriifolia,LB2_144,1993,langeberg,0.1,NA,148.5,0.000673400673400673,PROTEACEAE
Protea neriifolia,LB2_142,1993,langeberg,0.1,NA,169,0.000591715976331361,PROTEACEAE
Protea neriifolia,BK_6_a,2011,baviaanskloof,4,NA,148.5,0.0269360269360269,PROTEACEAE
Protea neriifolia,LB2_77,1993,langeberg,2.5,NA,180.9,0.0138197899391929,PROTEACEAE
Protea neriifolia,LB2_97,1993,langeberg,2.5,NA,175.2,0.0142694063926941,PROTEACEAE
Protea neriifolia,LB2_111,1993,langeberg,15,NA,180.4,0.0831485587583149,PROTEACEAE
Protea neriifolia,BK_113,1992,baviaanskloof,3,NA,63.5,0.047244094488189,PROTEACEAE
Protea neriifolia,BK_112_b,2011,baviaanskloof,1,NA,78.6,0.0127226463104326,PROTEACEAE
Protea neriifolia,BK_94,1992,baviaanskloof,16,NA,122,0.131147540983607,PROTEACEAE
Protea neriifolia,LB2_68,1993,langeberg,15,NA,225.1,0.0666370501999111,PROTEACEAE
Protea neriifolia,BK_16_b,2011,baviaanskloof,2,NA,124.8,0.016025641025641,PROTEACEAE
Protea neriifolia,LB2_139,1993,langeberg,15,NA,193.3,0.0775995861355406,PROTEACEAE
Protea neriifolia,BK_17,1992,baviaanskloof,5,NA,71.1,0.070323488045007,PROTEACEAE
Protea neriifolia,BK_110_b,2011,baviaanskloof,1,NA,95.9,0.0104275286757039,PROTEACEAE
Protea neriifolia,LB2_140,1993,langeberg,2.5,NA,125.2,0.0199680511182109,PROTEACEAE
Protea neriifolia,BK_112,1992,baviaanskloof,3,NA,97.5,0.0307692307692308,PROTEACEAE
Protea neriifolia,LB1_111,1993,langeberg,15,NA,417.7,0.0359109408666507,PROTEACEAE
Protea neriifolia,LB1_113,1993,langeberg,0.1,NA,297.7,0.000335908632851864,PROTEACEAE
Protea neriifolia,LB2_69,1993,langeberg,2.5,NA,165.2,0.0151331719128329,PROTEACEAE
Protea neriifolia,BK_61_b,2011,baviaanskloof,15,NA,109.1,0.137488542621448,PROTEACEAE
Protea neriifolia,LB2_112,1993,langeberg,37.5,NA,215.3,0.174175568973525,PROTEACEAE
Protea neriifolia,LB2_116,1993,langeberg,2.5,NA,208,0.0120192307692308,PROTEACEAE
Protea neriifolia,BK_10_b,2011,baviaanskloof,3,NA,98.1,0.0305810397553517,PROTEACEAE
Protea neriifolia,LB2_93,1993,langeberg,2.5,NA,183.5,0.0136239782016349,PROTEACEAE
Protea neriifolia,BK_110_a,2011,baviaanskloof,1,NA,84.6,0.0118203309692671,PROTEACEAE
Protea neriifolia,LB1_101,1993,langeberg,2.5,NA,325.3,0.00768521364893944,PROTEACEAE
Protea neriifolia,BK_17_a,2011,baviaanskloof,8,NA,105.3,0.0759734093067426,PROTEACEAE
Protea neriifolia,LB1_54,1993,langeberg,2.5,NA,292.9,0.00853533629224991,PROTEACEAE
Protea neriifolia,LB1_13,1993,langeberg,87.5,NA,388.1,0.225457356351456,PROTEACEAE
Protea neriifolia,BK_38_b,2011,baviaanskloof,10,NA,92.7,0.107874865156419,PROTEACEAE
Protea neriifolia,BK_118_b,2011,baviaanskloof,2,NA,119.7,0.0167084377610693,PROTEACEAE
Protea neriifolia,BK_26_b,2011,baviaanskloof,8,NA,123.4,0.0648298217179903,PROTEACEAE
Protea neriifolia,LB2_154,1993,langeberg,2.5,NA,170.8,0.0146370023419204,PROTEACEAE
Protea neriifolia,LB2_65,1993,langeberg,15,NA,285.9,0.0524658971668416,PROTEACEAE
Protea neriifolia,BK_81,1992,baviaanskloof,10,NA,80.1,0.124843945068664,PROTEACEAE
Protea neriifolia,LB2_74,1993,langeberg,2.5,NA,163.1,0.0153280196198651,PROTEACEAE
Protea neriifolia,LB1_98,1993,langeberg,0.1,NA,245.5,0.000407331975560081,PROTEACEAE
Protea nitida,CB_43,1996,cederberg,15,NA,77.1,0.194552529182879,PROTEACEAE
Protea nitida,BK_82_a,2011,baviaanskloof,0.2,NA,89.4,0.00223713646532438,PROTEACEAE
Protea nitida,BK_83_a,2011,baviaanskloof,1,NA,107.4,0.00931098696461825,PROTEACEAE
Protea nitida,BK_27,1992,baviaanskloof,1,NA,100.6,0.0099403578528827,PROTEACEAE
Protea nitida,CB_129,1996,cederberg,15,NA,131.9,0.113722517058378,PROTEACEAE
Protea nitida,CB_145,1996,cederberg,15,NA,63.8,0.235109717868339,PROTEACEAE
Protea nitida,BK_120,1992,baviaanskloof,0.5,NA,100,0.005,PROTEACEAE
Protea nitida,CB_131,1996,cederberg,62.5,NA,198.1,0.315497223624432,PROTEACEAE
Protea nitida,BK_27_a,2011,baviaanskloof,4,NA,132.4,0.0302114803625378,PROTEACEAE
Protea nitida,HK_201,1978,hangklip,2.5,NA,14.1,0.177304964539007,PROTEACEAE
Protea nitida,CB_91,1996,cederberg,15,NA,29.2,0.513698630136986,PROTEACEAE
Protea nitida,BK_62_a,2011,baviaanskloof,2,NA,93.7,0.0213447171824973,PROTEACEAE
Protea nitida,CB_132,1996,cederberg,37.5,NA,172.1,0.217896571760604,PROTEACEAE
Protea nitida,CB_22,1996,cederberg,15,NA,145.9,0.102810143934202,PROTEACEAE
Protea nitida,BK_83_b,2011,baviaanskloof,2,NA,86.2,0.0232018561484919,PROTEACEAE
Protea nitida,BK_120_b,2011,baviaanskloof,0.5,NA,119.1,0.00419815281276238,PROTEACEAE
Protea nitida,BK_61_a,2011,baviaanskloof,1,NA,125.2,0.00798722044728434,PROTEACEAE
Protea nitida,CB_155,1996,cederberg,15,NA,131.3,0.114242193450114,PROTEACEAE
Protea nitida,BK_83,1992,baviaanskloof,15,NA,77.6,0.193298969072165,PROTEACEAE
Protea nitida,CB_93,1996,cederberg,2.5,NA,116.3,0.0214961306964746,PROTEACEAE
Protea nitida,LB2_75,1993,langeberg,15,NA,215.7,0.0695410292072323,PROTEACEAE
Protea nitida,BK_65_a,2011,baviaanskloof,1,NA,101.6,0.00984251968503937,PROTEACEAE
